year,round,team,constructor_rank_norm
2015,17,lotus_f1,0.4444444444444444
2015,17,manor,0.0
2015,17,mclaren,0.1111111111111111
2015,17,mercedes,1.0
2015,17,red_bull,0.6666666666666667
2015,17,sauber,0.2222222222222222
2015,17,toro_rosso,0.3333333333333333
2015,17,williams,0.7777777777777778
2015,18,ferrari,0.8888888888888888
2015,18,force_india,0.5555555555555556
2015,18,lotus_f1,0.4444444444444444
2015,18,manor,0.0
2015,18,mclaren,0.1111111111111111
2015,18,mercedes,1.0
2015,18,red_bull,0.6666666666666667
2015,18,sauber,0.2222222222222222
2015,18,toro_rosso,0.3333333333333333
2015,18,williams,0.7777777777777778
2015,19,ferrari,0.8888888888888888
2015,19,force_india,0.5555555555555556
2015,19,lotus_f1,0.4444444444444444
2015,19,manor,0.0
2015,19,mclaren,0.1111111111111111
2015,19,mercedes,1.0
2015,19,red_bull,0.6666666666666667
2015,19,sauber,0.2222222222222222
2015,19,toro_rosso,0.3333333333333333
2015,19,williams,0.7777777777777778
2016,1,ferrari,0.9
2016,1,force_india,0.5
2016,1,haas,0.6
2016,1,manor,0.0
2016,1,mclaren,0.1999999999999999
2016,1,mercedes,1.0
2016,1,red_bull,0.7
2016,1,renault,0.3
2016,1,sauber,0.0999999999999999
2016,1,toro_rosso,0.4
2016,1,williams,0.8
2016,2,ferrari,0.9
2016,2,force_india,0.5
2016,2,haas,0.6
2016,2,manor,0.0
2016,2,mclaren,0.1999999999999999
2016,2,mercedes,1.0
2016,2,red_bull,0.7
2016,2,renault,0.3
2016,2,sauber,0.0999999999999999
2016,2,toro_rosso,0.4
2016,2,williams,0.8
2016,3,ferrari,0.9
2016,3,force_india,0.4
2016,3,haas,0.6
2016,3,manor,0.0
2016,3,mclaren,0.3
2016,3,mercedes,1.0
2016,3,red_bull,0.8
2016,3,renault,0.1999999999999999
2016,3,sauber,0.0999999999999999
2016,3,toro_rosso,0.5
2016,3,williams,0.7
2016,4,ferrari,0.9
2016,4,force_india,0.4
2016,4,haas,0.6
2016,4,manor,0.0
2016,4,mclaren,0.3
2016,4,mercedes,1.0
2016,4,red_bull,0.8
2016,4,renault,0.1999999999999999
2016,4,sauber,0.0999999999999999
2016,4,toro_rosso,0.5
2016,4,williams,0.7
2016,5,ferrari,0.9
2016,5,force_india,0.3
2016,5,haas,0.6
2016,5,manor,0.0
2016,5,mclaren,0.4
2016,5,mercedes,1.0
2016,5,red_bull,0.8
2016,5,renault,0.1999999999999999
2016,5,sauber,0.0999999999999999
2016,5,toro_rosso,0.5
2016,5,williams,0.7
2016,6,ferrari,0.9
2016,6,force_india,0.4
2016,6,haas,0.5
2016,6,manor,0.0
2016,6,mclaren,0.3
2016,6,mercedes,1.0
2016,6,red_bull,0.8
2016,6,renault,0.1999999999999999
2016,6,sauber,0.0999999999999999
2016,6,toro_rosso,0.6
2016,6,williams,0.7
2016,7,ferrari,0.9
2016,7,force_india,0.6
2016,7,haas,0.3
2016,7,manor,0.0
2016,7,mclaren,0.4
2016,7,mercedes,1.0
2016,7,red_bull,0.8
2016,7,renault,0.1999999999999999
2016,7,sauber,0.0999999999999999
2016,7,toro_rosso,0.5
2016,7,williams,0.7
2016,8,ferrari,0.9
2016,8,force_india,0.6
2016,8,haas,0.3
2016,8,manor,0.0
2016,8,mclaren,0.4
2016,8,mercedes,1.0
2016,8,red_bull,0.8
2016,8,renault,0.1999999999999999
2016,8,sauber,0.0999999999999999
2016,8,toro_rosso,0.5
2016,8,williams,0.7
2016,9,ferrari,0.9
2016,9,force_india,0.6
2016,9,haas,0.3
2016,9,manor,0.0
2016,9,mclaren,0.4
2016,9,mercedes,1.0
2016,9,red_bull,0.8
2016,9,renault,0.1999999999999999
2016,9,sauber,0.0999999999999999
2016,9,toro_rosso,0.5
2016,9,williams,0.7
2016,10,ferrari,0.9
2016,10,force_india,0.6
2016,10,haas,0.3
2016,10,manor,0.0999999999999999
2016,10,mclaren,0.4
2016,10,mercedes,1.0
2016,10,red_bull,0.8
2016,10,renault,0.1999999999999999
2016,10,sauber,0.0
2016,10,toro_rosso,0.5
2016,10,williams,0.7
2016,11,ferrari,0.9
2016,11,force_india,0.6
2016,11,haas,0.3
2016,11,manor,0.0999999999999999
2016,11,mclaren,0.4
2016,11,mercedes,1.0
2016,11,red_bull,0.8
2016,11,renault,0.1999999999999999
2016,11,sauber,0.0
2016,11,toro_rosso,0.5
2016,11,williams,0.7
2016,12,ferrari,0.9
2016,12,force_india,0.6
2016,12,haas,0.3
2016,12,manor,0.0999999999999999
2016,12,mclaren,0.4
2016,12,mercedes,1.0
2016,12,red_bull,0.8
2016,12,renault,0.1999999999999999
2016,12,sauber,0.0
2016,12,toro_rosso,0.5
2016,12,williams,0.7
2016,13,ferrari,0.8
2016,13,force_india,0.6
2016,13,haas,0.3
2016,13,manor,0.0999999999999999
2016,13,mclaren,0.4
2016,13,mercedes,1.0
2016,13,red_bull,0.9
2016,13,renault,0.1999999999999999
2016,13,sauber,0.0
2016,13,toro_rosso,0.5
2016,13,williams,0.7
2016,14,ferrari,0.8
2016,14,force_india,0.7
2016,14,haas,0.3
2016,14,manor,0.0999999999999999
2016,14,mclaren,0.5
2016,14,mercedes,1.0
2016,14,red_bull,0.9
2016,14,renault,0.1999999999999999
2016,14,sauber,0.0
2016,14,toro_rosso,0.4
2016,14,williams,0.6
2016,15,ferrari,0.8
2016,15,force_india,0.6
2016,15,haas,0.3
2016,15,manor,0.0999999999999999
2016,15,mclaren,0.5
2016,15,mercedes,1.0
2016,15,red_bull,0.9
2016,15,renault,0.1999999999999999
2016,15,sauber,0.0
2016,15,toro_rosso,0.4
2016,15,williams,0.7
2016,16,ferrari,0.8
2016,16,force_india,0.7
2016,16,haas,0.3
2016,16,manor,0.0999999999999999
2016,16,mclaren,0.5
2016,16,mercedes,1.0
2016,16,red_bull,0.9
2016,16,renault,0.1999999999999999
2016,16,sauber,0.0
2016,16,toro_rosso,0.4
2016,16,williams,0.6
2016,17,ferrari,0.8
2016,17,force_india,0.7
2016,17,haas,0.3
2016,17,manor,0.0999999999999999
2016,17,mclaren,0.5
2016,17,mercedes,1.0
2016,17,red_bull,0.9
2016,17,renault,0.1999999999999999
2016,17,sauber,0.0
2016,17,toro_rosso,0.4
2016,17,williams,0.6
2016,18,ferrari,0.8
2016,18,force_india,0.7
2016,18,haas,0.3
2016,18,manor,0.0999999999999999
2016,18,mclaren,0.5
2016,18,mercedes,1.0
2016,18,red_bull,0.9
2016,18,renault,0.1999999999999999
2016,18,sauber,0.0
2016,18,toro_rosso,0.4
2016,18,williams,0.6
2016,19,ferrari,0.8
2016,19,force_india,0.7
2016,19,haas,0.3
2016,19,manor,0.0999999999999999
2016,19,mclaren,0.5
2016,19,mercedes,1.0
2016,19,red_bull,0.9
2016,19,renault,0.1999999999999999
2016,19,sauber,0.0
2016,19,toro_rosso,0.4
2016,19,williams,0.6
2016,20,ferrari,0.8
2016,20,force_india,0.7
2016,20,haas,0.3
2016,20,manor,0.0999999999999999
2016,20,mclaren,0.5
2016,20,mercedes,1.0
2016,20,red_bull,0.9
2016,20,renault,0.1999999999999999
2016,20,sauber,0.0
2016,20,toro_rosso,0.4
2016,20,williams,0.6
2016,21,ferrari,0.8
2016,21,force_india,0.7
2016,21,haas,0.3
2016,21,manor,0.0
2016,21,mclaren,0.5
2016,21,mercedes,1.0
2016,21,red_bull,0.9
2016,21,renault,0.1999999999999999
2016,21,sauber,0.0999999999999999
2016,21,toro_rosso,0.4
2016,21,williams,0.6
2017,1,ferrari,1.0
2017,1,force_india,0.5555555555555556
2017,1,haas,0.0
2017,1,mclaren,0.1111111111111111
2017,1,mercedes,0.8888888888888888
2017,1,red_bull,0.7777777777777778
2017,1,renault,0.3333333333333333
2017,1,sauber,0.2222222222222222
2017,1,toro_rosso,0.4444444444444444
2017,1,williams,0.6666666666666667
2017,2,ferrari,1.0
2017,2,force_india,0.5555555555555556
2017,2,haas,0.0
2017,2,mclaren,0.1111111111111111
2017,2,mercedes,0.8888888888888888
2017,2,red_bull,0.7777777777777778
2017,2,renault,0.3333333333333333
2017,2,sauber,0.2222222222222222
2017,2,toro_rosso,0.4444444444444444
2017,2,williams,0.6666666666666667
2017,3,ferrari,0.8888888888888888
2017,3,force_india,0.5555555555555556
2017,3,haas,0.3333333333333333
2017,3,mclaren,0.0
2017,3,mercedes,1.0
2017,3,red_bull,0.7777777777777778
2017,3,renault,0.2222222222222222
2017,3,sauber,0.1111111111111111
2017,3,toro_rosso,0.6666666666666667
2017,3,williams,0.4444444444444444
2017,4,ferrari,1.0
2017,4,force_india,0.6666666666666667
2017,4,haas,0.3333333333333333
2017,4,mclaren,0.0
2017,4,mercedes,0.8888888888888888
2017,4,red_bull,0.7777777777777778
2017,4,renault,0.2222222222222222
2017,4,sauber,0.1111111111111111
2017,4,toro_rosso,0.4444444444444444
2017,4,williams,0.5555555555555556
2017,5,ferrari,0.8888888888888888
2017,5,force_india,0.6666666666666667
2017,5,haas,0.3333333333333333
2017,5,mclaren,0.0
2017,5,mercedes,1.0
2017,5,red_bull,0.7777777777777778
2017,5,renault,0.2222222222222222
2017,5,sauber,0.1111111111111111
2017,5,toro_rosso,0.4444444444444444
2017,5,williams,0.5555555555555556
2017,6,ferrari,0.8888888888888888
2017,6,force_india,0.6666666666666667
2017,6,haas,0.2222222222222222
2017,6,mclaren,0.0
2017,6,mercedes,1.0
2017,6,red_bull,0.7777777777777778
2017,6,renault,0.3333333333333333
2017,6,sauber,0.1111111111111111
2017,6,toro_rosso,0.5555555555555556
2017,6,williams,0.4444444444444444
2017,7,ferrari,1.0
2017,7,force_india,0.6666666666666667
2017,7,haas,0.2222222222222222
2017,7,mclaren,0.0
2017,7,mercedes,0.8888888888888888
2017,7,red_bull,0.7777777777777778
2017,7,renault,0.3333333333333333
2017,7,sauber,0.1111111111111111
2017,7,toro_rosso,0.5555555555555556
2017,7,williams,0.4444444444444444
2017,8,ferrari,0.8888888888888888
2017,8,force_india,0.6666666666666667
2017,8,haas,0.2222222222222222
2017,8,mclaren,0.0
2017,8,mercedes,1.0
2017,8,red_bull,0.7777777777777778
2017,8,renault,0.3333333333333333
2017,8,sauber,0.1111111111111111
2017,8,toro_rosso,0.5555555555555556
2017,8,williams,0.4444444444444444
2017,9,ferrari,0.8888888888888888
2017,9,force_india,0.6666666666666667
2017,9,haas,0.3333333333333333
2017,9,mclaren,0.0
2017,9,mercedes,1.0
2017,9,red_bull,0.7777777777777778
2017,9,renault,0.2222222222222222
2017,9,sauber,0.1111111111111111
2017,9,toro_rosso,0.4444444444444444
2017,9,williams,0.5555555555555556
2017,10,ferrari,0.8888888888888888
2017,10,force_india,0.6666666666666667
2017,10,haas,0.3333333333333333
2017,10,mclaren,0.0
2017,10,mercedes,1.0
2017,10,red_bull,0.7777777777777778
2017,10,renault,0.2222222222222222
2017,10,sauber,0.1111111111111111
2017,10,toro_rosso,0.4444444444444444
2017,10,williams,0.5555555555555556
2017,11,ferrari,0.8888888888888888
2017,11,force_india,0.6666666666666667
2017,11,haas,0.3333333333333333
2017,11,mclaren,0.0
2017,11,mercedes,1.0
2017,11,red_bull,0.7777777777777778
2017,11,renault,0.2222222222222222
2017,11,sauber,0.1111111111111111
2017,11,toro_rosso,0.4444444444444444
2017,11,williams,0.5555555555555556
2017,12,ferrari,0.8888888888888888
2017,12,force_india,0.6666666666666667
2017,12,haas,0.3333333333333333
2017,12,mclaren,0.1111111111111111
2017,12,mercedes,1.0
2017,12,red_bull,0.7777777777777778
2017,12,renault,0.2222222222222222
2017,12,sauber,0.0
2017,12,toro_rosso,0.4444444444444444
2017,12,williams,0.5555555555555556
2017,13,ferrari,0.8888888888888888
2017,13,force_india,0.6666666666666667
2017,13,haas,0.3333333333333333
2017,13,mclaren,0.1111111111111111
2017,13,mercedes,1.0
2017,13,red_bull,0.7777777777777778
2017,13,renault,0.2222222222222222
2017,13,sauber,0.0
2017,13,toro_rosso,0.4444444444444444
2017,13,williams,0.5555555555555556
2017,14,ferrari,0.8888888888888888
2017,14,force_india,0.6666666666666667
2017,14,haas,0.3333333333333333
2017,14,mclaren,0.1111111111111111
2017,14,mercedes,1.0
2017,14,red_bull,0.7777777777777778
2017,14,renault,0.2222222222222222
2017,14,sauber,0.0
2017,14,toro_rosso,0.4444444444444444
2017,14,williams,0.5555555555555556
2017,15,ferrari,0.8888888888888888
2017,15,force_india,0.6666666666666667
2017,15,haas,0.2222222222222222
2017,15,mclaren,0.1111111111111111
2017,15,mercedes,1.0
2017,15,red_bull,0.7777777777777778
2017,15,renault,0.3333333333333333
2017,15,sauber,0.0
2017,15,toro_rosso,0.4444444444444444
2017,15,williams,0.5555555555555556
2017,16,ferrari,0.8888888888888888
2017,16,force_india,0.6666666666666667
2017,16,haas,0.2222222222222222
2017,16,mclaren,0.1111111111111111
2017,16,mercedes,1.0
2017,16,red_bull,0.7777777777777778
2017,16,renault,0.3333333333333333
2017,16,sauber,0.0
2017,16,toro_rosso,0.4444444444444444
2017,16,williams,0.5555555555555556
2017,17,ferrari,0.8888888888888888
2017,17,force_india,0.6666666666666667
2017,17,haas,0.3333333333333333
2017,17,mclaren,0.1111111111111111
2017,17,mercedes,1.0
2017,17,red_bull,0.7777777777777778
2017,17,renault,0.2222222222222222
2017,17,sauber,0.0
2017,17,toro_rosso,0.4444444444444444
2017,17,williams,0.5555555555555556
2017,18,ferrari,0.8888888888888888
2017,18,force_india,0.6666666666666667
2017,18,haas,0.2222222222222222
2017,18,mclaren,0.1111111111111111
2017,18,mercedes,1.0
2017,18,red_bull,0.7777777777777778
2017,18,renault,0.3333333333333333
2017,18,sauber,0.0
2017,18,toro_rosso,0.4444444444444444
2017,18,williams,0.5555555555555556
2017,19,ferrari,0.8888888888888888
2017,19,force_india,0.6666666666666667
2017,19,haas,0.2222222222222222
2017,19,mclaren,0.1111111111111111
2017,19,mercedes,1.0
2017,19,red_bull,0.7777777777777778
2017,19,renault,0.3333333333333333
2017,19,sauber,0.0
2017,19,toro_rosso,0.4444444444444444
2017,19,williams,0.5555555555555556
2017,20,ferrari,0.8888888888888888
2017,20,force_india,0.6666666666666667
2017,20,haas,0.2222222222222222
2017,20,mclaren,0.1111111111111111
2017,20,mercedes,1.0
2017,20,red_bull,0.7777777777777778
2017,20,renault,0.3333333333333333
2017,20,sauber,0.0
2017,20,toro_rosso,0.4444444444444444
2017,20,williams,0.5555555555555556
2018,1,ferrari,1.0
2018,1,force_india,0.4444444444444444
2018,1,haas,0.0
2018,1,mclaren,0.6666666666666667
2018,1,mercedes,0.8888888888888888
2018,1,red_bull,0.7777777777777778
2018,1,renault,0.5555555555555556
2018,1,sauber,0.3333333333333333
2018,1,toro_rosso,0.1111111111111111
2018,1,williams,0.2222222222222222
2018,2,ferrari,1.0
2018,2,force_india,0.4444444444444444
2018,2,haas,0.0
2018,2,mclaren,0.6666666666666667
2018,2,mercedes,0.8888888888888888
2018,2,red_bull,0.7777777777777778
2018,2,renault,0.5555555555555556
2018,2,sauber,0.3333333333333333
2018,2,toro_rosso,0.1111111111111111
2018,2,williams,0.2222222222222222
2018,3,ferrari,1.0
2018,3,force_india,0.1111111111111111
2018,3,haas,0.3333333333333333
2018,3,mclaren,0.7777777777777778
2018,3,mercedes,0.8888888888888888
2018,3,red_bull,0.6666666666666667
2018,3,renault,0.5555555555555556
2018,3,sauber,0.2222222222222222
2018,3,toro_rosso,0.4444444444444444
2018,3,williams,0.0
2018,4,ferrari,0.8888888888888888
2018,4,force_india,0.1111111111111111
2018,4,haas,0.3333333333333333
2018,4,mclaren,0.6666666666666667
2018,4,mercedes,1.0
2018,4,red_bull,0.7777777777777778
2018,4,renault,0.5555555555555556
2018,4,sauber,0.2222222222222222
2018,4,toro_rosso,0.4444444444444444
2018,4,williams,0.0
2018,5,ferrari,1.0
2018,5,force_india,0.4444444444444444
2018,5,haas,0.2222222222222222
2018,5,mclaren,0.6666666666666667
2018,5,mercedes,0.8888888888888888
2018,5,red_bull,0.7777777777777778
2018,5,renault,0.5555555555555556
2018,5,sauber,0.1111111111111111
2018,5,toro_rosso,0.3333333333333333
2018,5,williams,0.0
2018,6,ferrari,0.8888888888888888
2018,6,force_india,0.3333333333333333
2018,6,haas,0.4444444444444444
2018,6,mclaren,0.5555555555555556
2018,6,mercedes,1.0
2018,6,red_bull,0.7777777777777778
2018,6,renault,0.6666666666666667
2018,6,sauber,0.1111111111111111
2018,6,toro_rosso,0.2222222222222222
2018,6,williams,0.0
2018,7,ferrari,0.8888888888888888
2018,7,force_india,0.4444444444444444
2018,7,haas,0.2222222222222222
2018,7,mclaren,0.5555555555555556
2018,7,mercedes,1.0
2018,7,red_bull,0.7777777777777778
2018,7,renault,0.6666666666666667
2018,7,sauber,0.1111111111111111
2018,7,toro_rosso,0.3333333333333333
2018,7,williams,0.0
2018,8,ferrari,0.8888888888888888
2018,8,force_india,0.4444444444444444
2018,8,haas,0.2222222222222222
2018,8,mclaren,0.5555555555555556
2018,8,mercedes,1.0
2018,8,red_bull,0.7777777777777778
2018,8,renault,0.6666666666666667
2018,8,sauber,0.1111111111111111
2018,8,toro_rosso,0.3333333333333333
2018,8,williams,0.0
2018,9,ferrari,0.8888888888888888
2018,9,force_india,0.4444444444444444
2018,9,haas,0.3333333333333333
2018,9,mclaren,0.5555555555555556
2018,9,mercedes,1.0
2018,9,red_bull,0.7777777777777778
2018,9,renault,0.6666666666666667
2018,9,sauber,0.1111111111111111
2018,9,toro_rosso,0.2222222222222222
2018,9,williams,0.0
2018,10,ferrari,1.0
2018,10,force_india,0.3333333333333333
2018,10,haas,0.5555555555555556
2018,10,mclaren,0.4444444444444444
2018,10,mercedes,0.8888888888888888
2018,10,red_bull,0.7777777777777778
2018,10,renault,0.6666666666666667
2018,10,sauber,0.1111111111111111
2018,10,toro_rosso,0.2222222222222222
2018,10,williams,0.0
2018,11,ferrari,1.0
2018,11,force_india,0.4444444444444444
2018,11,haas,0.5555555555555556
2018,11,mclaren,0.3333333333333333
2018,11,mercedes,0.8888888888888888
2018,11,red_bull,0.7777777777777778
2018,11,renault,0.6666666666666667
2018,11,sauber,0.1111111111111111
2018,11,toro_rosso,0.2222222222222222
2018,11,williams,0.0
2018,12,ferrari,0.8888888888888888
2018,12,force_india,0.5555555555555556
2018,12,haas,0.4444444444444444
2018,12,mclaren,0.3333333333333333
2018,12,mercedes,1.0
2018,12,red_bull,0.7777777777777778
2018,12,renault,0.6666666666666667
2018,12,sauber,0.1111111111111111
2018,12,toro_rosso,0.2222222222222222
2018,12,williams,0.0
2018,13,ferrari,0.8888888888888888
2018,13,force_india,0.4444444444444444
2018,13,haas,0.5555555555555556
2018,13,mclaren,0.3333333333333333
2018,13,mercedes,1.0
2018,13,red_bull,0.7777777777777778
2018,13,renault,0.6666666666666667
2018,13,sauber,0.1111111111111111
2018,13,toro_rosso,0.2222222222222222
2018,13,williams,0.0
2018,14,ferrari,0.8888888888888888
2018,14,force_india,0.5555555555555556
2018,14,haas,0.4444444444444444
2018,14,mclaren,0.3333333333333333
2018,14,mercedes,1.0
2018,14,red_bull,0.7777777777777778
2018,14,renault,0.6666666666666667
2018,14,sauber,0.1111111111111111
2018,14,toro_rosso,0.2222222222222222
2018,14,williams,0.0
2018,15,ferrari,0.8888888888888888
2018,15,force_india,0.6666666666666667
2018,15,haas,0.4444444444444444
2018,15,mclaren,0.3333333333333333
2018,15,mercedes,1.0
2018,15,red_bull,0.7777777777777778
2018,15,renault,0.5555555555555556
2018,15,sauber,0.1111111111111111
2018,15,toro_rosso,0.2222222222222222
2018,15,williams,0.0
2018,16,ferrari,0.8888888888888888
2018,16,force_india,0.6666666666666667
2018,16,haas,0.4444444444444444
2018,16,mclaren,0.3333333333333333
2018,16,mercedes,1.0
2018,16,red_bull,0.7777777777777778
2018,16,renault,0.5555555555555556
2018,16,sauber,0.1111111111111111
2018,16,toro_rosso,0.2222222222222222
2018,16,williams,0.0
2018,17,ferrari,0.8888888888888888
2018,17,force_india,0.6666666666666667
2018,17,haas,0.4444444444444444
2018,17,mclaren,0.3333333333333333
2018,17,mercedes,1.0
2018,17,red_bull,0.7777777777777778
2018,17,renault,0.5555555555555556
2018,17,sauber,0.1111111111111111
2018,17,toro_rosso,0.2222222222222222
2018,17,williams,0.0
2018,18,ferrari,0.8888888888888888
2018,18,force_india,0.6666666666666667
2018,18,haas,0.4444444444444444
2018,18,mclaren,0.3333333333333333
2018,18,mercedes,1.0
2018,18,red_bull,0.7777777777777778
2018,18,renault,0.5555555555555556
2018,18,sauber,0.1111111111111111
2018,18,toro_rosso,0.2222222222222222
2018,18,williams,0.0
2018,19,ferrari,0.8888888888888888
2018,19,force_india,0.6666666666666667
2018,19,haas,0.4444444444444444
2018,19,mclaren,0.3333333333333333
2018,19,mercedes,1.0
2018,19,red_bull,0.7777777777777778
2018,19,renault,0.5555555555555556
2018,19,sauber,0.1111111111111111
2018,19,toro_rosso,0.2222222222222222
2018,19,williams,0.0
2018,20,ferrari,0.8888888888888888
2018,20,force_india,0.5555555555555556
2018,20,haas,0.4444444444444444
2018,20,mclaren,0.3333333333333333
2018,20,mercedes,1.0
2018,20,red_bull,0.7777777777777778
2018,20,renault,0.6666666666666667
2018,20,sauber,0.2222222222222222
2018,20,toro_rosso,0.1111111111111111
2018,20,williams,0.0
2018,21,ferrari,0.8888888888888888
2018,21,force_india,0.5555555555555556
2018,21,haas,0.4444444444444444
2018,21,mclaren,0.3333333333333333
2018,21,mercedes,1.0
2018,21,red_bull,0.7777777777777778
2018,21,renault,0.6666666666666667
2018,21,sauber,0.2222222222222222
2018,21,toro_rosso,0.1111111111111111
2018,21,williams,0.0
2019,1,alfa,0.4444444444444444
2019,1,ferrari,0.8888888888888888
2019,1,haas,0.6666666666666667
2019,1,mclaren,0.1111111111111111
2019,1,mercedes,1.0
2019,1,racing_point,0.3333333333333333
2019,1,red_bull,0.7777777777777778
2019,1,renault,0.5555555555555556
2019,1,toro_rosso,0.2222222222222222
2019,1,williams,0.0
2019,2,alfa,0.4444444444444444
2019,2,ferrari,0.8888888888888888
2019,2,haas,0.6666666666666667
2019,2,mclaren,0.1111111111111111
2019,2,mercedes,1.0
