year,round,driver,quali_gap
2016,10,hulkenberg,2.527000000000001
2016,10,jolyon_palmer,3.662000000000006
2016,10,kevin_magnussen,3.486000000000004
2016,10,kvyat,3.0630000000000024
2016,10,massa,2.7590000000000146
2016,10,max_verstappen,1.0700000000000074
2016,10,nasr,4.301000000000002
2016,10,perez,2.632000000000005
2016,10,raikkonen,1.6380000000000052
2016,10,ricciardo,1.375
2016,10,rosberg,0.3629999999999995
2016,10,sainz,2.4650000000000034
2016,10,vettel,1.4680000000000035
2016,10,wehrlein,3.908000000000015
2016,11,alonso,1.2459999999999951
2016,11,bottas,2.2169999999999987
2016,11,button,1.632000000000005
2016,11,ericsson,27.019000000000005
2016,11,grosjean,4.975999999999999
2016,11,gutierrez,6.2239999999999895
2016,11,hamilton,0.1430000000000006
2016,11,haryanto,30.22399999999999
2016,11,hulkenberg,1.858000000000004
2016,11,jolyon_palmer,24.0
2016,11,kevin_magnussen,24.578000000000003
2016,11,kvyat,5.335999999999999
2016,11,massa,24.033999999999992
2016,11,max_verstappen,0.5919999999999987
2016,11,nasr,7.097999999999999
2016,11,perez,5.450999999999993
2016,11,raikkonen,5.469999999999999
2016,11,ricciardo,0.3149999999999977
2016,11,rosberg,0.0
2016,11,sainz,1.1659999999999968
2016,11,vettel,0.9089999999999918
2016,11,wehrlein,27.378
2016,12,alonso,1.6779999999999973
2016,12,bottas,1.1269999999999951
2016,12,button,1.5460000000000065
2016,12,ericsson,2.875
2016,12,grosjean,1.722999999999999
2016,12,gutierrez,1.519999999999996
2016,12,hamilton,0.1069999999999993
2016,12,haryanto,2.6140000000000043
2016,12,hulkenberg,1.1470000000000056
2016,12,jolyon_palmer,2.272999999999996
2016,12,kevin_magnussen,2.3530000000000086
2016,12,kvyat,2.513000000000005
2016,12,massa,1.2519999999999951
2016,12,max_verstappen,0.4710000000000036
2016,12,nasr,2.760000000000005
2016,12,perez,1.1370000000000005
2016,12,raikkonen,0.7789999999999964
2016,12,ricciardo,0.3629999999999995
2016,12,rosberg,0.0
2016,12,sainz,1.6260000000000048
2016,12,vettel,0.9519999999999982
2016,12,wehrlein,2.353999999999999
2016,13,bottas,0.867999999999995
2016,13,button,1.3070000000000022
2016,13,ericsson,2.326999999999998
2016,13,grosjean,1.5720000000000027
2016,13,gutierrez,1.8539999999999992
2016,13,hamilton,3.289000000000001
2016,13,hulkenberg,0.5730000000000075
2016,13,jolyon_palmer,2.144000000000005
2016,13,kevin_magnussen,1.7409999999999997
2016,13,kvyat,2.313999999999993
2016,13,massa,0.9230000000000018
2016,13,max_verstappen,0.1490000000000009
2016,13,nasr,2.2049999999999983
2016,13,ocon,2.3059999999999974
2016,13,perez,0.6629999999999967
2016,13,raikkonen,0.1659999999999968
2016,13,ricciardo,0.4720000000000084
2016,13,rosberg,0.0
2016,13,sainz,2.132000000000005
2016,13,vettel,0.3640000000000043
2016,13,wehrlein,1.8100000000000025
2016,14,alonso,2.137999999999991
2016,14,bottas,1.253
2016,14,button,2.263999999999996
2016,14,ericsson,2.951999999999998
2016,14,grosjean,1.9569999999999936
2016,14,gutierrez,1.7209999999999894
2016,14,hamilton,0.0
2016,14,hulkenberg,1.7009999999999934
2016,14,jolyon_palmer,3.094999999999999
2016,14,kevin_magnussen,3.301000000000002
2016,14,kvyat,2.6899999999999977
2016,14,massa,1.8319999999999936
2016,14,max_verstappen,1.2759999999999962
2016,14,nasr,2.820999999999998
2016,14,perez,1.6789999999999878
2016,14,raikkonen,0.9299999999999926
2016,14,ricciardo,1.253999999999991
2016,14,rosberg,0.4779999999999944
2016,14,sainz,2.36099999999999
2016,14,vettel,0.8370000000000033
2016,14,wehrlein,2.1799999999999926
2016,15,alonso,1.968999999999994
2016,15,bottas,2.156000000000006
2016,15,button,2.5600000000000023
2016,15,ericsson,3.8429999999999898
2016,15,grosjean,3.0250000000000057
2016,15,gutierrez,2.881
2016,15,hamilton,0.7039999999999935
2016,15,hulkenberg,1.894999999999996
2016,15,jolyon_palmer,4.376000000000005
2016,15,kevin_magnussen,4.241
2016,15,kvyat,1.884999999999991
2016,15,massa,2.4069999999999965
2016,15,max_verstappen,0.7439999999999998
2016,15,nasr,4.275999999999996
2016,15,ocon,5.711999999999989
2016,15,perez,1.9979999999999905
2016,15,raikkonen,0.9559999999999887
2016,15,ricciardo,0.5310000000000059
2016,15,rosberg,0.0
2016,15,sainz,1.6129999999999995
2016,15,vettel,6.5319999999999965
2016,15,wehrlein,5.082999999999998
2016,16,alonso,4.305000000000007
2016,16,bottas,1.727000000000004
2016,16,button,1.581000000000003
2016,16,ericsson,2.966000000000008
2016,16,grosjean,2.1510000000000105
2016,16,gutierrez,2.247000000000014
2016,16,hamilton,0.0
2016,16,hulkenberg,1.5910000000000082
2016,16,jolyon_palmer,3.149000000000001
2016,16,kevin_magnussen,2.4270000000000067
2016,16,kvyat,2.519000000000005
2016,16,massa,1.5720000000000027
2016,16,max_verstappen,0.5700000000000074
2016,16,nasr,3.099000000000004
2016,16,ocon,3.600999999999999
2016,16,perez,1.4690000000000083
2016,16,raikkonen,0.7820000000000107
2016,16,ricciardo,0.6170000000000044
2016,16,rosberg,0.4140000000000157
2016,16,sainz,2.524000000000001
2016,16,vettel,0.7340000000000089
2016,16,wehrlein,3.737000000000009
2016,17,alonso,2.0420000000000016
2016,17,bottas,1.6680000000000064
2016,17,button,2.204000000000008
2016,17,ericsson,2.575000000000017
2016,17,grosjean,1.3140000000000072
2016,17,gutierrez,1.5080000000000098
2016,17,hamilton,0.0130000000000052
2016,17,hulkenberg,1.4950000000000043
2016,17,jolyon_palmer,2.149000000000001
2016,17,kevin_magnussen,2.3760000000000048
2016,17,kvyat,1.975999999999999
2016,17,massa,1.733000000000004
2016,17,max_verstappen,0.5310000000000059
2016,17,nasr,2.6850000000000023
2016,17,ocon,2.7060000000000173
2016,17,perez,1.3140000000000072
2016,17,raikkonen,0.3020000000000067
2016,17,ricciardo,0.5930000000000035
2016,17,rosberg,0.0
2016,17,sainz,2.038000000000011
2016,17,vettel,0.3810000000000002
2016,17,wehrlein,2.914000000000016
2016,18,alonso,2.4180000000000064
2016,18,bottas,2.1170000000000044
2016,18,button,3.328000000000003
2016,18,ericsson,3.040999999999997
2016,18,grosjean,3.308999999999997
2016,18,gutierrez,2.774000000000001
2016,18,hamilton,0.0
2016,18,hulkenberg,1.6270000000000095
2016,18,jolyon_palmer,2.936000000000007
2016,18,kevin_magnussen,3.318000000000012
2016,18,kvyat,2.4809999999999945
2016,18,massa,2.2150000000000034
2016,18,max_verstappen,0.7480000000000047
2016,18,nasr,3.584000000000003
2016,18,ocon,3.807000000000002
2016,18,perez,2.346000000000004
2016,18,raikkonen,1.132000000000005
2016,18,ricciardo,0.5100000000000051
2016,18,rosberg,0.2160000000000081
2016,18,sainz,2.176000000000002
2016,18,vettel,1.3590000000000089
2016,18,wehrlein,3.5490000000000066
2016,19,alonso,1.5779999999999887
2016,19,bottas,0.8469999999999942
2016,19,button,1.968999999999994
2016,19,ericsson,2.35799999999999
2016,19,grosjean,3.211999999999989
2016,19,gutierrez,2.6969999999999885
2016,19,hamilton,0.0
2016,19,hulkenberg,0.6259999999999906
2016,19,kevin_magnussen,2.4269999999999925
2016,19,kvyat,2.75
